ID_PRODUCT;ID_FLIGHT;DEP_DATE;DEP_TIME;IATA_DEP;IATA_ARR;ARR_DATE;ARR_TIME;PLANE;TOTAL_SEAT_VIP;TOTAL_SEAT_ECO;PRICE_VIP;PRICE-ECO
100000342;YM8528;2019-05-20;22:00:00;LIL;BEL;2019-05-18;22:00:00;AIRBUR A350;24;130;18550;9500
100000343;AZ1010;2019-04-11;8:00:00;AGP;BRU;2019-05-19;8:00:00;AIRBUS A320;24;110;12550;9000
100000344;AZ1011;2019-04-12;8:30:00;BRU;OST;2019-05-19;8:30:00;AIRBUS A380;48;200;12550;9000
100000345;AZ1012;2019-04-13;12:00:00;OST;AGP;2019-05-20;12:00:00;AIRBUR A350;24;130;12550;8500
100000346;AZ1013;2019-04-14;15:00:00;TFS;CDG;2019-07-11;15:00:00;BOEING 737 ;24;110;12550;6500
100000347;AZ1014;2019-04-15;16:40:00;ALC;BRU;2019-07-12;16:40:00;AIRBUR A350;24;130;12550;7500
100000348;AZ1015;2019-04-16;17:10:00;BRU;ALC;2019-07-13;17:10:00;AIRBUS A320;24;120;22550;7000
100000349;AZ1016;2019-04-17;20:30:00;AGP;BRU;2019-07-14;20:30:00;BOEING 787 ;24;110;22550;5400
100000350;AZ1017;2019-04-18;22:00:00;BRU;OST;2019-07-15;22:00:00;BOEING M50 ;12;90;12550;3200
100000351;AZ1018;2019-04-19;8:00:00;OST;AGP;2019-07-16;8:00:00;BOEING M90 ;12;90;14550;3200
100000352;AZ1019;2019-04-20;8:30:00;TFS;CDG;2019-07-17;8:30:00;BOEING N75 ;12;90;12550;3200
100000353;AZ1020;2019-04-21;12:00:00;ALC;BRU;2019-07-18;12:00:00;BOEING A320;24;110;12550;7000
100000354;AZ1021;2019-04-22;15:00:00;BRU;ALC;2019-07-19;15:00:00;BOEING 737 ;24;110;12550;5400
100000355;AZ1022;2019-04-23;16:40:00;AGP;BRU;2019-07-20;16:40:00;AIRBUR A350;24;130;12550;8500
100000356;AZ1023;2019-04-24;17:10:00;BRU;OST;2019-07-21;17:10:00;AIRBUS A320;24;120;12550;7000
100000357;AZ1024;2019-04-25;20:30:00;OST;AGP;2019-07-22;20:30:00;BOEING 787 ;24;90;15550;8800
100000358;AZ1025;2019-04-26;22:00:00;TFS;CDG;2019-07-23;22:00:00;BOEING M50 ;12;90;12550;7400
100000359;AZ1026;2019-04-27;8:00:00;ALC;BRU;2019-07-24;8:00:00;BOEING M90 ;12;90;12550;9400
100000360;AZ1027;2019-05-10;8:00:00;TFS;MAD;2019-07-25;8:00:00;BOEING N75 ;12;90;12550;6000
100000361;AZ1027;2019-05-10;12:00:00;MAD;TFS;2019-07-26;12:00:00;BOEING A320;24;120;12550;7000
100000362;YM8506;2019-04-28;8:30:00;CDG;BEL;2019-07-27;8:30:00;BOEING M91 ;24;90;12550;6500
100000363;YM8507;2019-04-29;12:00:00;BEL;LIL;2019-08-10;12:00:00;BOEING A320 ;24;110;16550;950
100000364;YM8508;2019-04-30;15:00:00;LIL;TFS;2019-08-10;15:00:00;BOEING A320 ;24;110;16550;950
100000366;YM8510;2019-05-01;17:10:00;BRU;MIA;2019-07-28;17:10:00;BOEING N76 ;12;90;12550;9400
100000367;YM8511;2019-05-02;20:30:00;CUN;MIA;2019-07-29;20:30:00;BOEING A321;24;90;17550;9400
100000368;YM8512;2019-05-03;22:00:00;BRU;LAX;2019-07-30;22:00:00;BOEING M92 ;12;90;12550;9400
100000369;YM8513;2019-05-04;8:00:00;CDG;BEL;2019-08-01;8:00:00;AIRBUS A380;24;250;32550;7000
100000370;YM8514;2019-05-05;8:30:00;BEL;LIL;2019-08-02;8:30:00;AIRBUR A350;24;130;12550;7500
100000371;YM8515;2019-05-06;12:00:00;LIL;TFS;2019-08-02;12:00:00;AIRBUS A380;48;250;32550;8000
100000372;YM8516;2019-05-07;15:00:00;CUN;BRU;2019-08-04;15:00:00;AIRBUR A350;24;130;10050;8500
100000373;YM8517;2019-05-08;16:40:00;BRU;MIA;2019-08-04;16:40:00;AIRBUS A380;48;250;12550;9000
100000374;YM8518;2019-05-09;17:10:00;CUN;MIA;2019-08-05;17:10:00;AIRBUR A350;24;130;12550;7500
100000375;YM8519;2019-05-10;20:30:00;BRU;LAX;2019-08-06;20:30:00;AIRBUR A350;24;130;11550;7500
100000376;YM8520;2019-05-11;22:00:00;CDG;BEL;2019-08-08;22:00:00;AIRBUS A320;24;120;12550;8000
100000377;YM8521;2019-05-12;8:00:00;BEL;LIL;2019-08-09;8:00:00;AIRBUS A380;48;250;42550;9000
100000378;YM8522;2019-05-13;8:30:00;LIL;TFS;2019-08-10;8:30:00;AIRBUR A350;24;130;12550;8500
100000379;YM8523;2019-05-14;12:00:00;CUN;BRU;2019-08-11;12:00:00;AIRBUR A350;24;130;12550;8500
100000380;YM8524;2019-05-15;15:00:00;BRU;MIA;2019-08-11;15:00:00;AIRBUS A320;24;120;16550;9000
100000381;YM8525;2019-05-16;16:40:00;CUN;MIA;2019-08-12;16:40:00;AIRBUR A350;24;130;12550;8500
100000382;YM8526;2019-05-17;17:10:00;BRU;LAX;2019-08-13;17:10:00;AIRBUS A320;24;120;12550;8000
100000383;YM8527;2019-05-18;20:30:00;CDG;BEL;2019-08-14;20:30:00;AIRBUS A380;48;250;42550;7000
100000384;YM8528;2019-05-19;22:00:00;BEL;LIL;2019-08-15;22:00:00;AIRBUR A350;24;130;12550;8500
100000385;AZ1010;2019-04-12;8:00:00;BRU;AGP;2019-08-16;8:00:00;AIRBUR A350;24;130;18550;8500
100000386;AZ1011;2019-04-13;8:30:00;OST;BRU;2019-08-17;8:30:00;AIRBUS A320;24;110;12550;7000
100000387;AZ1012;2019-04-14;12:00:00;AGP;OST;2019-08-18;12:00:00;AIRBUS A380;48;200;12550;9000
100000388;AZ1013;2019-04-15;15:00:00;CDG;TFS;2019-08-19;15:00:00;AIRBUR A350;24;130;12550;9500
100000389;AZ1014;2019-04-16;16:40:00;BRU;ALC;2019-07-12;16:40:00;BOEING 737 ;24;110;12550;9500
100000390;AZ1015;2019-04-17;17:10:00;ALC;BRU;2019-07-13;17:10:00;AIRBUR A350;24;130;12550;8500
100000391;AZ1016;2019-04-18;20:30:00;BRU;AGP;2019-07-14;20:30:00;AIRBUS A320;24;120;22550;7000
100000392;AZ1017;2019-04-19;22:00:00;OST;BRU;2019-07-15;22:00:00;BOEING 787 ;24;110;22550;7400
100000393;AZ1018;2019-04-20;8:00:00;AGP;OST;2019-07-16;8:00:00;BOEING M50 ;12;90;12550;6200
100000394;AZ1019;2019-04-21;8:30:00;CDG;TFS;2019-07-17;8:30:00;BOEING M90 ;12;90;14550;6200
100000395;AZ1020;2019-04-22;12:00:00;BRU;ALC;2019-07-18;12:00:00;BOEING N75 ;12;90;12550;6200
100000396;AZ1021;2019-04-23;15:00:00;ALC;BRU;2019-07-19;15:00:00;BOEING A320;24;110;12550;8000
100000397;AZ1022;2019-04-24;16:40:00;BRU;AGP;2019-07-20;16:40:00;BOEING 737 ;24;110;12550;7400
100000398;AZ1023;2019-04-25;17:10:00;OST;BRU;2019-07-21;17:10:00;AIRBUR A350;24;130;12550;8500
100000399;AZ1024;2019-04-26;20:30:00;AGP;OST;2019-07-22;20:30:00;AIRBUS A320;24;120;12550;9000
100000400;AZ1025;2019-04-27;22:00:00;CDG;TFS;2019-07-23;22:00:00;BOEING 787 ;24;90;15550;6800
100000401;AZ1026;2019-04-28;8:00:00;BRU;ALC;2019-07-24;8:00:00;BOEING M50 ;12;90;12550;6400
100000402;YM8506;2019-04-29;8:30:00;BEL;CDG;2019-07-25;8:30:00;BOEING M90 ;12;90;12550;6400
100000403;YM8507;2019-04-30;12:00:00;LIL;BEL;2019-07-26;12:00:00;BOEING N75 ;12;90;12550;6000
100000404;YM8509;2019-05-01;16:40:00;BRU;CUN;2019-07-27;16:40:00;BOEING A320;24;120;12550;8000
100000405;YM8510;2019-05-02;17:10:00;MIA;BRU;2019-07-28;17:10:00;BOEING M91 ;24;90;12550;7500
100000406;YM8511;2019-05-03;20:30:00;MIA;CUN;2019-07-29;20:30:00;BOEING N76 ;12;90;12550;7400
100000407;YM8512;2019-05-04;22:00:00;LAX;BRU;2019-07-30;22:00:00;BOEING A321;24;90;17550;7400
100000408;YM8513;2019-05-05;8:00:00;BEL;CDG;2019-07-31;8:00:00;BOEING M92 ;12;90;12550;7400
100000409;YM8514;2019-05-06;8:30:00;LIL;BEL;2019-08-02;8:30:00;AIRBUS A380;24;250;32550;8000
100000410;YM8515;2019-05-07;12:00:00;TFS;LIL;2019-08-03;12:00:00;AIRBUR A350;24;130;12550;8500
100000411;YM8516;2019-05-08;15:00:00;BRU;CUN;2019-08-04;15:00:00;AIRBUS A380;48;250;32550;8000
100000412;YM8517;2019-05-09;16:40:00;MIA;BRU;2019-08-05;16:40:00;AIRBUR A350;24;130;10050;8500
100000413;YM8518;2019-05-10;17:10:00;MIA;CUN;2019-08-05;17:10:00;AIRBUS A380;48;250;12550;8000
100000414;YM8519;2019-05-11;20:30:00;LAX;BRU;2019-08-06;20:30:00;AIRBUR A350;24;130;12550;8500
100000415;YM8520;2019-05-12;22:00:00;BEL;CDG;2019-08-07;22:00:00;AIRBUR A350;24;130;11550;9500
100000416;YM8521;2019-05-13;8:00:00;LIL;BEL;2019-08-09;8:00:00;AIRBUS A320;24;120;12550;9000
100000417;YM8522;2019-05-14;8:30:00;TFS;LIL;2019-08-10;8:30:00;AIRBUS A380;48;250;42550;9000
100000418;YM8523;2019-05-15;12:00:00;BRU;CUN;2019-08-11;12:00:00;AIRBUR A350;24;130;12550;9500
100000419;YM8524;2019-05-16;15:00:00;MIA;BRU;2019-08-12;15:00:00;AIRBUR A350;24;130;12550;9500
100000420;YM8525;2019-05-17;16:40:00;MIA;CUN;2019-08-12;16:40:00;AIRBUS A320;24;120;16550;7000
100000421;YM8526;2019-05-18;17:10:00;LAX;BRU;2019-08-13;17:10:00;AIRBUR A350;24;130;12550;7500
100000422;YM8527;2019-05-19;20:30:00;BEL;CDG;2019-08-14;20:30:00;AIRBUS A320;24;120;12550;7000
100000423;YM8528;2019-05-20;22:00:00;LIL;BEL;2019-08-16;22:00:00;AIRBUS A380;48;250;42550;7000
100000424;AZ1010;2019-07-11;8:00:00;AGP;BRU;2019-08-16;8:00:00;AIRBUR A350;24;130;12550;9500
100000425;AZ1011;2019-07-12;8:30:00;BRU;OST;2019-08-18;8:30:00;AIRBUR A350;24;130;18550;9500
100000426;AZ1012;2019-07-13;12:00:00;OST;AGP;2019-08-19;12:00:00;AIRBUS A320;24;110;12550;9000
100000427;AZ1013;2019-07-14;15:00:00;TFS;CDG;2019-08-19;15:00:00;AIRBUS A380;48;200;12550;9000
100000428;AZ1014;2019-07-15;16:40:00;ALC;BRU;2019-08-20;16:40:00;AIRBUR A350;24;130;12550;8500
100000429;AZ1015;2019-07-16;17:10:00;BRU;ALC;2019-09-11;17:10:00;BOEING 737 ;24;110;12550;6500
100000430;AZ1016;2019-07-17;20:30:00;AGP;BRU;2019-09-12;20:30:00;AIRBUR A350;24;130;12550;7500
100000431;AZ1017;2019-07-18;22:00:00;BRU;OST;2019-09-13;22:00:00;AIRBUS A320;24;120;22550;7000
100000432;AZ1018;2019-07-19;8:00:00;OST;AGP;2019-09-14;8:00:00;BOEING 787 ;24;110;22550;5400
100000433;AZ1019;2019-07-20;8:30:00;TFS;CDG;2019-09-15;8:30:00;BOEING M50 ;12;90;12550;3200
100000434;AZ1020;2019-07-21;12:00:00;ALC;BRU;2019-09-16;12:00:00;BOEING M90 ;12;90;14550;3200
100000435;AZ1021;2019-07-22;15:00:00;BRU;ALC;2019-09-17;15:00:00;BOEING N75 ;12;90;12550;3200
100000436;AZ1022;2019-07-23;16:40:00;AGP;BRU;2019-09-18;16:40:00;BOEING A320;24;110;12550;7000
100000437;AZ1023;2019-07-24;17:10:00;BRU;OST;2019-09-19;17:10:00;BOEING 737 ;24;110;12550;5400
100000438;AZ1024;2019-07-25;20:30:00;OST;AGP;2019-09-20;20:30:00;AIRBUR A350;24;130;12550;8500
100000439;AZ1025;2019-07-26;22:00:00;TFS;CDG;2019-09-21;22:00:00;AIRBUS A320;24;120;12550;7000
100000440;AZ1026;2019-07-27;8:00:00;ALC;BRU;2019-09-22;8:00:00;BOEING 787 ;24;90;15550;8800
100000441;AZ1027;2019-08-10;8:00:00;TFS;MAD;2019-09-23;8:00:00;BOEING M50 ;12;90;12550;7400
100000442;AZ1027;2019-08-10;12:00:00;MAD;TFS;2019-09-24;12:00:00;BOEING M90 ;12;90;12550;9400
100000443;YM8506;2019-07-28;8:30:00;CDG;BEL;2019-09-25;8:30:00;BOEING N75 ;12;90;12550;6000
100000444;YM8507;2019-07-29;12:00:00;BEL;LIL;2019-09-26;12:00:00;BOEING A320;24;120;12550;7000
100000445;YM8508;2019-07-30;15:00:00;LIL;TFS;2019-09-27;15:00:00;BOEING M91 ;24;90;12550;6500
100000446;YM8509;2019-07-31;16:40:00;CUN;BRU;2019-10-10;16:40:00;BOEING A320 ;24;110;16550;950
100000447;YM8510;2019-08-01;17:10:00;BRU;MIA;2019-10-10;17:10:00;BOEING A320 ;24;110;16550;950
100000448;YM8511;2019-08-02;20:30:00;CUN;MIA;2019-09-28;20:30:00;BOEING N76 ;12;90;12550;9400
100000449;YM8512;2019-08-03;22:00:00;BRU;LAX;2019-09-29;22:00:00;BOEING A321;24;90;17550;9400
100000450;YM8513;2019-08-04;8:00:00;CDG;BEL;2019-09-30;8:00:00;BOEING M92 ;12;90;12550;9400
100000451;YM8514;2019-08-05;8:30:00;BEL;LIL;2019-10-02;8:30:00;AIRBUR A350;24;130;12550;7500
100000452;YM8515;2019-08-06;12:00:00;LIL;TFS;2019-10-02;12:00:00;AIRBUS A380;48;250;32550;8000
100000453;YM8516;2019-08-07;15:00:00;CUN;BRU;2019-10-04;15:00:00;AIRBUR A350;24;130;10050;8500
100000454;YM8517;2019-08-08;16:40:00;BRU;MIA;2019-10-04;16:40:00;AIRBUS A380;48;250;12550;9000
100000455;YM8518;2019-08-09;17:10:00;CUN;MIA;2019-10-05;17:10:00;AIRBUR A350;24;130;12550;7500
100000456;YM8519;2019-08-10;20:30:00;BRU;LAX;2019-10-06;20:30:00;AIRBUR A350;24;130;11550;7500
100000457;YM8520;2019-08-11;22:00:00;CDG;BEL;2019-10-08;22:00:00;AIRBUS A320;24;120;12550;8000
100000458;YM8521;2019-08-12;8:00:00;BEL;LIL;2019-10-09;8:00:00;AIRBUS A380;48;250;42550;9000
100000459;YM8522;2019-08-13;8:30:00;LIL;TFS;2019-10-10;8:30:00;AIRBUR A350;24;130;12550;8500
100000460;YM8523;2019-08-14;12:00:00;CUN;BRU;2019-10-11;12:00:00;AIRBUR A350;24;130;12550;8500
100000461;YM8524;2019-08-15;15:00:00;BRU;MIA;2019-10-11;15:00:00;AIRBUS A320;24;120;16550;9000
100000462;YM8525;2019-08-16;16:40:00;CUN;MIA;2019-10-12;16:40:00;AIRBUR A350;24;130;12550;8500
100000463;YM8526;2019-08-17;17:10:00;BRU;LAX;2019-10-13;17:10:00;AIRBUS A320;24;120;12550;8000
100000464;YM8527;2019-08-18;20:30:00;CDG;BEL;2019-10-14;20:30:00;AIRBUS A380;48;250;42550;7000
100000465;YM8528;2019-08-19;22:00:00;BEL;LIL;2019-10-15;22:00:00;AIRBUR A350;24;130;12550;8500
100000466;AZ1010;2019-07-12;8:00:00;BRU;AGP;2019-10-16;8:00:00;AIRBUR A350;24;130;18550;8500
100000467;AZ1011;2019-07-13;8:30:00;OST;BRU;2019-10-17;8:30:00;AIRBUS A320;24;110;12550;7000
100000468;AZ1012;2019-07-14;12:00:00;AGP;OST;2019-10-18;12:00:00;AIRBUS A380;48;200;12550;9000
100000469;AZ1013;2019-07-15;15:00:00;CDG;TFS;2019-10-19;15:00:00;AIRBUR A350;24;130;12550;9500
100000470;AZ1014;2019-07-16;16:40:00;BRU;ALC;2019-09-12;16:40:00;BOEING 737 ;24;110;12550;9500
100000471;AZ1015;2019-07-17;17:10:00;ALC;BRU;2019-09-13;17:10:00;AIRBUR A350;24;130;12550;8500
100000472;AZ1016;2019-07-18;20:30:00;BRU;AGP;2019-09-14;20:30:00;AIRBUS A320;24;120;22550;7000
100000473;AZ1017;2019-07-19;22:00:00;OST;BRU;2019-09-15;22:00:00;BOEING 787 ;24;110;22550;7400
100000474;AZ1018;2019-07-20;8:00:00;AGP;OST;2019-09-16;8:00:00;BOEING M50 ;12;90;12550;6200
100000475;AZ1019;2019-07-21;8:30:00;CDG;TFS;2019-09-17;8:30:00;BOEING M90 ;12;90;14550;6200
100000476;AZ1020;2019-07-22;12:00:00;BRU;ALC;2019-09-18;12:00:00;BOEING N75 ;12;90;12550;6200
100000477;AZ1021;2019-07-23;15:00:00;ALC;BRU;2019-09-19;15:00:00;BOEING A320;24;110;12550;8000
100000478;AZ1022;2019-07-24;16:40:00;BRU;AGP;2019-09-20;16:40:00;BOEING 737 ;24;110;12550;7400
100000479;AZ1023;2019-07-25;17:10:00;OST;BRU;2019-09-21;17:10:00;AIRBUR A350;24;130;12550;8500
100000480;AZ1024;2019-07-26;20:30:00;AGP;OST;2019-09-22;20:30:00;AIRBUS A320;24;120;12550;9000
100000481;AZ1025;2019-07-27;22:00:00;CDG;TFS;2019-09-23;22:00:00;BOEING 787 ;24;90;15550;6800
100000482;AZ1026;2019-07-28;8:00:00;BRU;ALC;2019-09-24;8:00:00;BOEING M50 ;12;90;12550;6400
100000483;YM8506;2019-07-29;8:30:00;BEL;CDG;2019-09-25;8:30:00;BOEING M90 ;12;90;12550;6400
100000484;YM8507;2019-07-30;12:00:00;LIL;BEL;2019-09-26;12:00:00;BOEING N75 ;12;90;12550;6000
100000485;YM8509;2019-08-01;16:40:00;BRU;CUN;2019-09-27;16:40:00;BOEING A320;24;120;12550;8000
100000486;YM8510;2019-08-02;17:10:00;MIA;BRU;2019-09-28;17:10:00;BOEING M91 ;24;90;12550;7500
100000487;YM8511;2019-08-03;20:30:00;MIA;CUN;2019-09-29;20:30:00;BOEING N76 ;12;90;12550;7400
100000488;YM8512;2019-08-04;22:00:00;LAX;BRU;2019-09-30;22:00:00;BOEING A321;24;90;17550;7400
100000489;YM8513;2019-08-05;8:00:00;BEL;CDG;2019-10-02;8:00:00;AIRBUS A380;24;250;32550;8000
100000490;YM8514;2019-08-06;8:30:00;LIL;BEL;2019-10-03;8:30:00;AIRBUR A350;24;130;12550;8500
100000491;YM8515;2019-08-07;12:00:00;TFS;LIL;2019-10-04;12:00:00;AIRBUS A380;48;250;32550;8000
100000492;YM8516;2019-08-08;15:00:00;BRU;CUN;2019-10-05;15:00:00;AIRBUR A350;24;130;10050;8500
100000493;YM8517;2019-08-09;16:40:00;MIA;BRU;2019-10-05;16:40:00;AIRBUS A380;48;250;12550;8000
100000494;YM8518;2019-08-10;17:10:00;MIA;CUN;2019-10-06;17:10:00;AIRBUR A350;24;130;12550;8500
100000495;YM8519;2019-08-11;20:30:00;LAX;BRU;2019-10-07;20:30:00;AIRBUR A350;24;130;11550;9500
100000496;YM8520;2019-08-12;22:00:00;BEL;CDG;2019-10-09;22:00:00;AIRBUS A320;24;120;12550;9000
100000497;YM8521;2019-08-13;8:00:00;LIL;BEL;2019-10-10;8:00:00;AIRBUS A380;48;250;42550;9000
100000498;YM8522;2019-08-14;8:30:00;TFS;LIL;2019-10-11;8:30:00;AIRBUR A350;24;130;12550;9500
100000499;YM8523;2019-08-15;12:00:00;BRU;CUN;2019-10-12;12:00:00;AIRBUR A350;24;130;12550;9500
100000500;YM8524;2019-08-16;15:00:00;MIA;BRU;2019-10-12;15:00:00;AIRBUS A320;24;120;16550;7000
100000501;YM8525;2019-08-17;16:40:00;MIA;CUN;2019-10-13;16:40:00;AIRBUR A350;24;130;12550;7500
100000502;YM8526;2019-08-18;17:10:00;LAX;BRU;2019-10-14;17:10:00;AIRBUS A320;24;120;12550;7000
100000503;YM8527;2019-08-19;20:30:00;BEL;CDG;2019-10-16;20:30:00;AIRBUS A380;48;250;42550;7000
