ID_PRODUCT;ID_FLIGHT;DEP_DATE;DEP_TIME;IATA_DEP;IATA_ARR;ARR_DATE;ARR_TIME;PLANE;TOTAL_SEAT_VIP;TOTAL_SEAT_ECO;PRICE_VIP;PRICE-ECO
100000504;YM8528;2019-08-20;22:00:00;LIL;BEL;2019-10-16;22:00:00;AIRBUR A350;24;130;12550;9500
100000505;AZ1010;2019-07-11;8:00:00;AGP;BRU;2019-10-18;8:00:00;AIRBUR A350;24;130;18550;9500
100000506;AZ1011;2019-07-12;8:30:00;BRU;OST;2019-10-19;8:30:00;AIRBUS A320;24;110;12550;9000
100000507;AZ1012;2019-07-13;12:00:00;OST;AGP;2019-10-19;12:00:00;AIRBUS A380;48;200;12550;9000
100000508;AZ1013;2019-07-14;15:00:00;TFS;CDG;2019-10-20;15:00:00;AIRBUR A350;24;130;12550;8500
100000509;AZ1014;2019-07-15;16:40:00;ALC;BRU;2019-07-15;16:40:00;AIRBUS A380;48;250;42550;7000
100000510;AZ1015;2019-07-16;17:10:00;BRU;ALC;2019-07-16;17:10:00;AIRBUR A350;24;130;12550;9500
100000511;AZ1016;2019-07-17;20:30:00;AGP;BRU;2019-07-17;20:30:00;AIRBUR A350;24;130;18550;9500
100000512;AZ1017;2019-07-18;22:00:00;BRU;OST;2019-07-18;22:00:00;AIRBUS A320;24;110;12550;9000
100000513;AZ1018;2019-07-19;8:00:00;OST;AGP;2019-07-19;8:00:00;AIRBUS A380;48;200;12550;9000
100000514;AZ1019;2019-07-20;8:30:00;TFS;CDG;2019-07-20;8:30:00;AIRBUR A350;24;130;12550;8500
100000515;AZ1020;2019-07-21;12:00:00;ALC;BRU;2019-07-21;12:00:00;BOEING 737 ;24;110;12550;6500
100000516;AZ1021;2019-07-22;15:00:00;BRU;ALC;2019-07-22;15:00:00;AIRBUR A350;24;130;12550;7500
100000517;AZ1022;2019-07-23;16:40:00;AGP;BRU;2019-07-23;16:40:00;AIRBUS A320;24;120;22550;7000
100000518;AZ1023;2019-07-24;17:10:00;BRU;OST;2019-07-24;17:10:00;BOEING 787 ;24;110;22550;5400
100000519;AZ1024;2019-07-25;20:30:00;OST;AGP;2019-07-25;20:30:00;BOEING M50 ;12;90;12550;3200
100000520;AZ1025;2019-07-26;22:00:00;TFS;CDG;2019-07-26;22:00:00;BOEING M90 ;12;90;14550;3200
100000521;AZ1026;2019-07-27;8:00:00;ALC;BRU;2019-07-27;8:00:00;BOEING N75 ;12;90;12550;3200
100000522;AZ1027;2019-08-10;8:00:00;TFS;MAD;2019-08-10;8:00:00;BOEING A320;24;110;12550;7000
100000523;AZ1027;2019-08-10;12:00:00;MAD;TFS;2019-08-10;12:00:00;BOEING 737 ;24;110;12550;5400
100000524;YM8506;2019-07-28;8:30:00;CDG;BEL;2019-07-28;8:30:00;AIRBUR A350;24;130;12550;8500
100000525;YM8507;2019-07-29;12:00:00;BEL;LIL;2019-07-29;12:00:00;AIRBUS A320;24;120;12550;7000
100000526;YM8508;2019-07-30;15:00:00;LIL;TFS;2019-07-30;15:00:00;BOEING 787 ;24;90;15550;8800
100000527;YM8509;2019-07-31;16:40:00;CUN;BRU;2019-07-31;16:40:00;BOEING M50 ;12;90;12550;7400
100000528;YM8510;2019-08-01;17:10:00;BRU;MIA;2019-08-01;17:10:00;BOEING M90 ;12;90;12550;9400
100000529;YM8511;2019-08-02;20:30:00;CUN;MIA;2019-08-02;20:30:00;BOEING N75 ;12;90;12550;6000
100000530;YM8512;2019-08-03;22:00:00;BRU;LAX;2019-08-03;22:00:00;BOEING A320;24;120;12550;7000
100000531;YM8513;2019-08-04;8:00:00;CDG;BEL;2019-08-04;8:00:00;BOEING M91 ;24;90;12550;6500
100000532;YM8514;2019-08-05;8:30:00;BEL;LIL;2019-08-05;8:30:00;BOEING A320 ;24;110;16550;950
100000533;YM8515;2019-08-06;12:00:00;LIL;TFS;2019-08-06;12:00:00;BOEING A320 ;24;110;16550;950
100000534;YM8516;2019-08-07;15:00:00;CUN;BRU;2019-08-07;15:00:00;BOEING N76 ;12;90;12550;9400
100000535;YM8517;2019-08-08;16:40:00;BRU;MIA;2019-08-08;16:40:00;BOEING A321;24;90;17550;9400
100000536;YM8518;2019-08-09;17:10:00;CUN;MIA;2019-08-09;17:10:00;BOEING M92 ;12;90;12550;9400
100000537;YM8519;2019-08-10;20:30:00;BRU;LAX;2019-08-10;20:30:00;AIRBUS A380;24;250;32550;7000
100000538;YM8520;2019-08-11;22:00:00;CDG;BEL;2019-08-11;22:00:00;AIRBUR A350;24;130;12550;7500
100000539;YM8521;2019-08-12;8:00:00;BEL;LIL;2019-08-12;8:00:00;AIRBUS A380;48;250;32550;8000
100000540;YM8522;2019-08-13;8:30:00;LIL;TFS;2019-08-13;8:30:00;AIRBUR A350;24;130;10050;8500
100000541;YM8523;2019-08-14;12:00:00;CUN;BRU;2019-08-14;12:00:00;AIRBUS A380;48;250;12550;9000
100000542;YM8524;2019-08-15;15:00:00;BRU;MIA;2019-08-15;15:00:00;AIRBUR A350;24;130;12550;7500
100000543;YM8525;2019-08-16;16:40:00;CUN;MIA;2019-08-16;16:40:00;AIRBUR A350;24;130;11550;7500
100000544;YM8526;2019-08-17;17:10:00;BRU;LAX;2019-08-17;17:10:00;AIRBUS A320;24;120;12550;8000
100000545;YM8527;2019-08-18;20:30:00;CDG;BEL;2019-08-18;20:30:00;AIRBUS A380;48;250;42550;9000
100000546;YM8528;2019-08-19;22:00:00;BEL;LIL;2019-08-19;22:00:00;AIRBUR A350;24;130;12550;8500
100000547;AZ1010;2019-07-12;8:00:00;BRU;AGP;2019-07-12;8:00:00;AIRBUR A350;24;130;12550;8500
100000548;AZ1011;2019-07-13;8:30:00;OST;BRU;2019-07-13;8:30:00;AIRBUS A320;24;120;16550;9000
100000549;AZ1012;2019-07-14;12:00:00;AGP;OST;2019-07-14;12:00:00;AIRBUR A350;24;130;12550;8500
100000550;AZ1013;2019-07-15;15:00:00;CDG;TFS;2019-07-15;15:00:00;AIRBUS A320;24;120;12550;8000
100000551;AZ1014;2019-07-16;16:40:00;BRU;ALC;2019-07-16;16:40:00;AIRBUS A380;48;250;42550;7000
100000552;AZ1015;2019-07-17;17:10:00;ALC;BRU;2019-07-17;17:10:00;AIRBUR A350;24;130;12550;8500
100000553;AZ1016;2019-07-18;20:30:00;BRU;AGP;2019-07-18;20:30:00;AIRBUR A350;24;130;18550;8500
100000554;AZ1017;2019-07-19;22:00:00;OST;BRU;2019-07-19;22:00:00;AIRBUS A320;24;110;12550;7000
100000555;AZ1018;2019-07-20;8:00:00;AGP;OST;2019-07-20;8:00:00;AIRBUS A380;48;200;12550;9000
100000556;AZ1019;2019-07-21;8:30:00;CDG;TFS;2019-07-21;8:30:00;AIRBUR A350;24;130;12550;9500
100000557;AZ1020;2019-07-22;12:00:00;BRU;ALC;2019-07-22;12:00:00;BOEING 737 ;24;110;12550;9500
100000558;AZ1021;2019-07-23;15:00:00;ALC;BRU;2019-07-23;15:00:00;AIRBUR A350;24;130;12550;8500
100000559;AZ1022;2019-07-24;16:40:00;BRU;AGP;2019-07-24;16:40:00;AIRBUS A320;24;120;22550;7000
100000560;AZ1023;2019-07-25;17:10:00;OST;BRU;2019-07-25;17:10:00;BOEING 787 ;24;110;22550;7400
100000561;AZ1024;2019-07-26;20:30:00;AGP;OST;2019-07-26;20:30:00;BOEING M50 ;12;90;12550;6200
100000562;AZ1025;2019-07-27;22:00:00;CDG;TFS;2019-07-27;22:00:00;BOEING M90 ;12;90;14550;6200
100000563;AZ1026;2019-07-28;8:00:00;BRU;ALC;2019-07-28;8:00:00;BOEING N75 ;12;90;12550;6200
100000564;YM8506;2019-07-29;8:30:00;BEL;CDG;2019-07-29;8:30:00;BOEING A320;24;110;12550;8000
100000565;YM8507;2019-07-30;12:00:00;LIL;BEL;2019-07-30;12:00:00;BOEING 737 ;24;110;12550;7400
100000566;YM8509;2019-08-01;16:40:00;BRU;CUN;2019-08-01;16:40:00;AIRBUR A350;24;130;12550;8500
100000567;YM8510;2019-08-02;17:10:00;MIA;BRU;2019-08-02;17:10:00;AIRBUS A320;24;120;12550;9000
100000568;YM8511;2019-08-03;20:30:00;MIA;CUN;2019-08-03;20:30:00;BOEING 787 ;24;90;15550;6800
100000569;YM8512;2019-08-04;22:00:00;LAX;BRU;2019-08-04;22:00:00;BOEING M50 ;12;90;12550;6400
100000570;YM8513;2019-08-05;8:00:00;BEL;CDG;2019-08-05;8:00:00;BOEING M90 ;12;90;12550;6400
100000571;YM8514;2019-08-06;8:30:00;LIL;BEL;2019-08-06;8:30:00;BOEING N75 ;12;90;12550;6000
100000572;YM8515;2019-08-07;12:00:00;TFS;LIL;2019-08-07;12:00:00;BOEING A320;24;120;12550;8000
100000573;YM8516;2019-08-08;15:00:00;BRU;CUN;2019-08-08;15:00:00;BOEING M91 ;24;90;12550;7500
100000574;YM8517;2019-08-09;16:40:00;MIA;BRU;2019-08-09;16:40:00;BOEING N76 ;12;90;12550;7400
100000575;YM8518;2019-08-10;17:10:00;MIA;CUN;2019-08-10;17:10:00;BOEING A321;24;90;17550;7400
100000576;YM8519;2019-08-11;20:30:00;LAX;BRU;2019-08-11;20:30:00;BOEING M92 ;12;90;12550;7400
100000577;YM8520;2019-08-12;22:00:00;BEL;CDG;2019-08-12;22:00:00;AIRBUS A380;24;250;32550;8000
100000578;YM8521;2019-08-13;8:00:00;LIL;BEL;2019-08-13;8:00:00;AIRBUR A350;24;130;12550;8500
100000579;YM8522;2019-08-14;8:30:00;TFS;LIL;2019-08-14;8:30:00;AIRBUS A380;48;250;32550;8000
100000580;YM8523;2019-08-15;12:00:00;BRU;CUN;2019-08-15;12:00:00;AIRBUR A350;24;130;10050;8500
100000581;YM8524;2019-08-16;15:00:00;MIA;BRU;2019-08-16;15:00:00;AIRBUS A380;48;250;12550;8000
100000582;YM8525;2019-08-17;16:40:00;MIA;CUN;2019-08-17;16:40:00;AIRBUR A350;24;130;12550;8500
100000583;YM8526;2019-08-18;17:10:00;LAX;BRU;2019-08-18;17:10:00;AIRBUR A350;24;130;11550;9500
100000584;YM8527;2019-08-19;20:30:00;BEL;CDG;2019-08-19;20:30:00;AIRBUS A320;24;120;12550;9000
100000585;YM8528;2019-08-20;22:00:00;LIL;BEL;2019-08-20;22:00:00;AIRBUS A380;48;250;42550;9000
100000586;AZ1010;2019-09-11;8:00:00;AGP;BRU;2019-09-11;8:00:00;AIRBUR A350;24;130;12550;9500
100000587;AZ1011;2019-09-12;8:30:00;BRU;OST;2019-09-12;8:30:00;AIRBUR A350;24;130;12550;9500
100000588;AZ1012;2019-09-13;12:00:00;OST;AGP;2019-09-13;12:00:00;AIRBUS A320;24;120;16550;7000
100000589;AZ1013;2019-09-14;15:00:00;TFS;CDG;2019-09-14;15:00:00;AIRBUR A350;24;130;12550;7500
100000590;AZ1014;2019-09-15;16:40:00;ALC;BRU;2019-09-15;16:40:00;AIRBUS A320;24;120;12550;7000
100000591;AZ1015;2019-09-16;17:10:00;BRU;ALC;2019-09-16;17:10:00;AIRBUS A380;48;250;42550;7000
100000592;AZ1016;2019-09-17;20:30:00;AGP;BRU;2019-09-17;20:30:00;AIRBUR A350;24;130;12550;9500
100000593;AZ1017;2019-09-18;22:00:00;BRU;OST;2019-09-18;22:00:00;AIRBUR A350;24;130;18550;9500
100000594;AZ1018;2019-09-19;8:00:00;OST;AGP;2019-09-19;8:00:00;AIRBUS A320;24;110;12550;9000
100000595;AZ1019;2019-09-20;8:30:00;TFS;CDG;2019-09-20;8:30:00;AIRBUS A380;48;200;12550;9000
100000596;AZ1020;2019-09-21;12:00:00;ALC;BRU;2019-09-21;12:00:00;AIRBUR A350;24;130;12550;8500
100000597;AZ1021;2019-09-22;15:00:00;BRU;ALC;2019-09-22;15:00:00;BOEING 737 ;24;110;12550;6500
100000598;AZ1022;2019-09-23;16:40:00;AGP;BRU;2019-09-23;16:40:00;AIRBUR A350;24;130;12550;7500
100000599;AZ1023;2019-09-24;17:10:00;BRU;OST;2019-09-24;17:10:00;AIRBUS A320;24;120;22550;7000
100000600;AZ1024;2019-09-25;20:30:00;OST;AGP;2019-09-25;20:30:00;BOEING 787 ;24;110;22550;5400
100000601;AZ1025;2019-09-26;22:00:00;TFS;CDG;2019-09-26;22:00:00;BOEING M50 ;12;90;12550;3200
100000602;AZ1026;2019-09-27;8:00:00;ALC;BRU;2019-09-27;8:00:00;BOEING M90 ;12;90;14550;3200
100000603;AZ1027;2019-10-10;8:00:00;TFS;MAD;2019-10-10;8:00:00;BOEING N75 ;12;90;12550;3200
100000604;AZ1027;2019-10-10;12:00:00;MAD;TFS;2019-10-10;12:00:00;BOEING A320;24;110;12550;7000
100000605;YM8506;2019-09-28;8:30:00;CDG;BEL;2019-09-28;8:30:00;BOEING 737 ;24;110;12550;5400
100000606;YM8507;2019-09-29;12:00:00;BEL;LIL;2019-09-29;12:00:00;AIRBUR A350;24;130;12550;8500
100000607;YM8508;2019-09-30;15:00:00;LIL;TFS  ;2019-09-30;15:00:00;AIRBUS A320;24;120;12550;7000
100000609;YM8510;2019-10-01;17:10:00;BRU;MIA;2019-10-01;17:10:00;BOEING 787 ;24;90;15550;8800
100000610;YM8511;2019-10-02;20:30:00;CUN;MIA;2019-10-02;20:30:00;BOEING M50 ;12;90;12550;7400
100000611;YM8512;2019-10-03;22:00:00;BRU;LAX;2019-10-03;22:00:00;BOEING M90 ;12;90;12550;9400
100000612;YM8513;2019-10-04;8:00:00;CDG;BEL;2019-10-04;8:00:00;BOEING N75 ;12;90;12550;6000
100000613;YM8514;2019-10-05;8:30:00;BEL;LIL;2019-10-05;8:30:00;BOEING A320;24;120;12550;7000
100000614;YM8515;2019-10-06;12:00:00;LIL;TFS;2019-10-06;12:00:00;BOEING M91 ;24;90;12550;6500
100000615;YM8516;2019-10-07;15:00:00;CUN;BRU;2019-10-07;15:00:00;BOEING A320 ;24;110;16550;950
100000616;YM8517;2019-10-08;16:40:00;BRU;MIA;2019-10-08;16:40:00;BOEING A320 ;24;110;16550;950
100000617;YM8518;2019-10-09;17:10:00;CUN;MIA;2019-10-09;17:10:00;BOEING N76 ;12;90;12550;9400
100000618;YM8519;2019-10-10;20:30:00;BRU;LAX;2019-10-10;20:30:00;BOEING A321;24;90;17550;9400
100000619;YM8520;2019-10-11;22:00:00;CDG;BEL;2019-10-11;22:00:00;BOEING M92 ;12;90;12550;9400
100000620;YM8521;2019-10-12;8:00:00;BEL;LIL;2019-10-12;8:00:00;AIRBUR A350;24;130;12550;7500
100000621;YM8522;2019-10-13;8:30:00;LIL;TFS;2019-10-13;8:30:00;AIRBUS A380;48;250;32550;8000
100000622;YM8523;2019-10-14;12:00:00;CUN;BRU;2019-10-14;12:00:00;AIRBUR A350;24;130;10050;8500
100000623;YM8524;2019-10-15;15:00:00;BRU;MIA;2019-10-15;15:00:00;AIRBUS A380;48;250;12550;9000
100000624;YM8525;2019-10-16;16:40:00;CUN;MIA;2019-10-16;16:40:00;AIRBUR A350;24;130;12550;7500
100000625;YM8526;2019-10-17;17:10:00;BRU;LAX;2019-10-17;17:10:00;AIRBUR A350;24;130;11550;7500
100000626;YM8527;2019-10-18;20:30:00;CDG;BEL;2019-10-18;20:30:00;AIRBUS A320;24;120;12550;8000
100000627;YM8528;2019-10-19;22:00:00;BEL;LIL;2019-10-19;22:00:00;AIRBUS A380;48;250;42550;9000
100000628;AZ1010;2019-09-12;8:00:00;BRU;AGP;2019-09-12;8:00:00;AIRBUR A350;24;130;12550;8500
100000629;AZ1011;2019-09-13;8:30:00;OST;BRU;2019-09-13;8:30:00;AIRBUR A350;24;130;12550;8500
100000630;AZ1012;2019-09-14;12:00:00;AGP;OST;2019-09-14;12:00:00;AIRBUS A320;24;120;16550;9000
100000631;AZ1013;2019-09-15;15:00:00;CDG;TFS;2019-09-15;15:00:00;AIRBUR A350;24;130;12550;8500
100000632;AZ1014;2019-09-16;16:40:00;BRU;ALC;2019-09-16;16:40:00;AIRBUS A320;24;120;12550;8000
100000633;AZ1015;2019-09-17;17:10:00;ALC;BRU;2019-09-17;17:10:00;AIRBUS A380;48;250;42550;7000
100000634;AZ1016;2019-09-18;20:30:00;BRU;AGP;2019-09-18;20:30:00;AIRBUR A350;24;130;12550;8500
100000635;AZ1017;2019-09-19;22:00:00;OST;BRU;2019-09-19;22:00:00;AIRBUR A350;24;130;18550;8500
100000636;AZ1018;2019-09-20;8:00:00;AGP;OST;2019-09-20;8:00:00;AIRBUS A320;24;110;12550;7000
100000637;AZ1019;2019-09-21;8:30:00;CDG;TFS;2019-09-21;8:30:00;AIRBUS A380;48;200;12550;9000
100000638;AZ1020;2019-09-22;12:00:00;BRU;ALC;2019-09-22;12:00:00;AIRBUR A350;24;130;12550;9500
100000639;AZ1021;2019-09-23;15:00:00;ALC;BRU;2019-09-23;15:00:00;BOEING 737 ;24;110;12550;9500
100000640;AZ1022;2019-09-24;16:40:00;BRU;AGP;2019-09-24;16:40:00;AIRBUR A350;24;130;12550;8500
100000641;AZ1023;2019-09-25;17:10:00;OST;BRU;2019-09-25;17:10:00;AIRBUS A320;24;120;22550;7000
100000642;AZ1024;2019-09-26;20:30:00;AGP;OST;2019-09-26;20:30:00;BOEING 787 ;24;110;22550;7400
100000643;AZ1025;2019-09-27;22:00:00;CDG;TFS;2019-09-27;22:00:00;BOEING M50 ;12;90;12550;6200
100000644;AZ1026;2019-09-28;8:00:00;BRU;ALC;2019-09-28;8:00:00;BOEING M90 ;12;90;14550;6200
100000645;YM8506;2019-09-29;8:30:00;BEL;CDG;2019-09-29;8:30:00;BOEING N75 ;12;90;12550;6200
100000646;YM8507;2019-09-30;12:00:00;LIL;BEL;2019-09-30;12:00:00;BOEING A320;24;110;12550;8000
100000647;YM8509;2019-10-01;16:40:00;BRU;CUN;2019-10-01;16:40:00;BOEING 737 ;24;110;12550;7400
100000648;YM8510;2019-10-02;17:10:00;MIA;BRU;2019-10-02;17:10:00;AIRBUR A350;24;130;12550;8500
100000649;YM8511;2019-10-03;20:30:00;MIA;CUN;2019-10-03;20:30:00;AIRBUS A320;24;120;12550;9000
100000650;YM8512;2019-10-04;22:00:00;LAX;BRU;2019-10-04;22:00:00;BOEING 787 ;24;90;15550;6800
100000651;YM8513;2019-10-05;8:00:00;BEL;CDG;2019-10-05;8:00:00;BOEING M50 ;12;90;12550;6400
100000652;YM8514;2019-10-06;8:30:00;LIL;BEL;2019-10-06;8:30:00;BOEING M90 ;12;90;12550;6400
100000653;YM8515;2019-10-07;12:00:00;TFS;LIL;2019-10-07;12:00:00;BOEING N75 ;12;90;12550;6000
100000654;YM8516;2019-10-08;15:00:00;BRU;CUN;2019-10-08;15:00:00;BOEING A320;24;120;12550;8000
100000655;YM8517;2019-10-09;16:40:00;MIA;BRU;2019-10-09;16:40:00;BOEING M91 ;24;90;12550;7500
100000656;YM8518;2019-10-10;17:10:00;MIA;CUN;2019-10-10;17:10:00;BOEING N76 ;12;90;12550;7400
100000657;YM8519;2019-10-11;20:30:00;LAX;BRU;2019-10-11;20:30:00;BOEING A321;24;90;17550;7400
100000658;YM8520;2019-10-12;22:00:00;BEL;CDG;2019-10-12;22:00:00;AIRBUS A380;24;250;32550;8000
100000659;YM8521;2019-10-13;8:00:00;LIL;BEL;2019-10-13;8:00:00;AIRBUR A350;24;130;12550;8500
100000660;YM8522;2019-10-14;8:30:00;TFS;LIL;2019-10-14;8:30:00;AIRBUS A380;48;250;32550;8000
100000661;YM8523;2019-10-15;12:00:00;BRU;CUN;2019-10-15;12:00:00;AIRBUR A350;24;130;10050;8500
100000662;YM8524;2019-10-16;15:00:00;MIA;BRU;2019-10-16;15:00:00;AIRBUS A380;48;250;12550;8000
100000663;YM8525;2019-10-17;16:40:00;MIA;CUN;2019-10-17;16:40:00;AIRBUR A350;24;130;12550;8500
100000664;YM8526;2019-10-18;17:10:00;LAX;BRU;2019-10-18;17:10:00;AIRBUR A350;24;130;11550;9500
100000665;YM8527;2019-10-19;20:30:00;BEL;CDG;2019-10-19;20:30:00;AIRBUS A320;24;120;12550;9000
