ID_PRODUCT;ID_FLIGHT;DEP_DATE;DEP_TIME;IATA_DEP;IATA_ARR;ARR_DATE;ARR_TIME;PLANE;TOTAL_SEAT_VIP;TOTAL_SEAT_ECO;PRICE_VIP;PRICE-ECO
100000666;YM8528;2019-10-20;22:00:00;LIL;BEL;2019-10-20;22:00:00;AIRBUS A380;48;250;42550;9000
100000667;AZ1010;2019-09-11;8:00:00;AGP;BRU;2019-09-11;8:00:00;AIRBUR A350;24;130;12550;9500
100000668;AZ1011;2019-09-12;8:30:00;BRU;OST;2019-09-12;8:30:00;AIRBUR A350;24;130;12550;9500
100000669;AZ1012;2019-09-13;12:00:00;OST;AGP;2019-09-13;12:00:00;AIRBUS A320;24;120;16550;7000
100000670;AZ1013;2019-09-14;15:00:00;TFS;CDG;2019-09-14;15:00:00;AIRBUR A350;24;130;12550;7500
100000671;AZ1014;2019-09-15;16:40:00;ALC;BRU;2019-09-15;16:40:00;AIRBUS A320;24;120;12550;7000
100000672;AZ1015;2019-09-16;17:10:00;BRU;ALC;2019-09-16;17:10:00;AIRBUS A380;48;250;42550;7000
100000673;AZ1016;2019-09-17;20:30:00;AGP;BRU;2019-09-17;20:30:00;AIRBUS A380;48;250;42550;7000
100000674;AZ1017;2019-09-18;22:00:00;BRU;OST;2019-09-18;22:00:00;AIRBUR A350;24;130;12550;9500
100000675;AZ1018;2019-09-19;8:00:00;OST;AGP;2019-09-19;8:00:00;AIRBUR A350;24;130;18550;9500
100000676;AZ1019;2019-09-20;8:30:00;TFS;CDG;2019-09-20;8:30:00;AIRBUS A320;24;110;12550;9000
100000677;AZ1020;2019-09-21;12:00:00;ALC;BRU;2019-09-21;12:00:00;AIRBUS A380;48;200;12550;9000
100000678;AZ1021;2019-09-22;15:00:00;BRU;ALC;2019-09-22;15:00:00;AIRBUR A350;24;130;12550;8500
100000679;AZ1022;2019-09-23;16:40:00;AGP;BRU;2019-09-23;16:40:00;BOEING 737 ;24;110;12550;6500
100000680;AZ1023;2019-09-24;17:10:00;BRU;OST;2019-09-24;17:10:00;AIRBUR A350;24;130;12550;7500
100000681;AZ1024;2019-09-25;20:30:00;OST;AGP;2019-09-25;20:30:00;AIRBUS A320;24;120;22550;7000
100000682;AZ1025;2019-09-26;22:00:00;TFS;CDG;2019-09-26;22:00:00;BOEING 787 ;24;110;22550;5400
100000683;AZ1026;2019-09-27;8:00:00;ALC;BRU;2019-09-27;8:00:00;BOEING M50 ;12;90;12550;3200
100000684;AZ1027;2019-10-10;8:00:00;TFS;MAD;2019-10-10;8:00:00;BOEING M90 ;12;90;14550;3200
100000685;AZ1027;2019-10-10;12:00:00;MAD;TFS;2019-10-10;12:00:00;BOEING N75 ;12;90;12550;3200
100000686;YM8506;2019-09-28;8:30:00;CDG;BEL;2019-09-28;8:30:00;BOEING A320;24;110;12550;7000
100000687;YM8507;2019-09-29;12:00:00;BEL;LIL;2019-09-29;12:00:00;BOEING 737 ;24;110;12550;5400
100000688;YM8508;2019-09-30;15:00:00;LIL;TFS;2019-09-30;15:00:00;AIRBUR A350;24;130;12550;8500
100000690;YM8510;2019-10-01;17:10:00;BRU;MIA;2019-10-01;17:10:00;AIRBUS A320;24;120;12550;7000
100000691;YM8511;2019-10-02;20:30:00;CUN;MIA;2019-10-02;20:30:00;BOEING 787 ;24;90;15550;8800
100000692;YM8512;2019-10-03;22:00:00;BRU;LAX;2019-10-03;22:00:00;BOEING M50 ;12;90;12550;7400
100000693;YM8513;2019-10-04;8:00:00;CDG;BEL;2019-10-04;8:00:00;BOEING M90 ;12;90;12550;9400
100000694;YM8514;2019-10-05;8:30:00;BEL;LIL;2019-10-05;8:30:00;BOEING N75 ;12;90;12550;6000
100000695;YM8515;2019-10-06;12:00:00;LIL;TFS;2019-10-06;12:00:00;BOEING A320;24;120;12550;7000
100000696;YM8516;2019-10-07;15:00:00;CUN;BRU;2019-10-07;15:00:00;BOEING M91 ;24;90;12550;6500
100000697;YM8517;2019-10-08;16:40:00;BRU;MIA;2019-10-08;16:40:00;BOEING A320 ;24;110;16550;950
100000698;YM8518;2019-10-09;17:10:00;CUN;MIA;2019-10-09;17:10:00;BOEING A320 ;24;110;16550;950
100000699;YM8519;2019-10-10;20:30:00;BRU;LAX;2019-10-10;20:30:00;BOEING N76 ;12;90;12550;9400
100000700;YM8520;2019-10-11;22:00:00;CDG;BEL;2019-10-11;22:00:00;BOEING A321;24;90;17550;9400
100000701;YM8521;2019-10-12;8:00:00;BEL;LIL;2019-10-12;8:00:00;BOEING M92 ;12;90;12550;9400
100000702;YM8522;2019-10-13;8:30:00;LIL;TFS;2019-10-13;8:30:00;AIRBUS A380;24;250;32550;7000
100000703;YM8523;2019-10-14;12:00:00;CUN;BRU;2019-10-14;12:00:00;AIRBUR A350;24;130;12550;7500
100000704;YM8524;2019-10-15;15:00:00;BRU;MIA;2019-10-15;15:00:00;AIRBUS A380;48;250;32550;8000
100000705;YM8525;2019-10-16;16:40:00;CUN;MIA;2019-10-16;16:40:00;AIRBUR A350;24;130;10050;8500
100000706;YM8526;2019-10-17;17:10:00;BRU;LAX;2019-10-17;17:10:00;AIRBUS A380;48;250;12550;9000
100000707;YM8527;2019-10-18;20:30:00;CDG;BEL;2019-10-18;20:30:00;AIRBUR A350;24;130;12550;7500
100000708;YM8528;2019-10-19;22:00:00;BEL;LIL;2019-10-19;22:00:00;AIRBUR A350;24;130;11550;7500
100000709;AZ1010;2019-09-12;8:00:00;BRU;AGP;2019-09-12;8:00:00;AIRBUS A320;24;120;12550;8000
100000710;AZ1011;2019-09-13;8:30:00;OST;BRU;2019-09-13;8:30:00;AIRBUS A380;48;250;42550;9000
100000711;AZ1012;2019-09-14;12:00:00;AGP;OST;2019-09-14;12:00:00;AIRBUR A350;24;130;12550;8500
100000712;AZ1013;2019-09-15;15:00:00;CDG;TFS;2019-09-15;15:00:00;AIRBUR A350;24;130;12550;8500
100000713;AZ1014;2019-09-16;16:40:00;BRU;ALC;2019-09-16;16:40:00;AIRBUS A320;24;120;16550;9000
100000714;AZ1015;2019-09-17;17:10:00;ALC;BRU;2019-09-17;17:10:00;AIRBUR A350;24;130;12550;8500
100000715;AZ1016;2019-09-18;20:30:00;BRU;AGP;2019-09-18;20:30:00;AIRBUS A320;24;120;12550;8000
100000716;AZ1017;2019-09-19;22:00:00;OST;BRU;2019-09-19;22:00:00;AIRBUS A380;48;250;42550;7000
100000717;AZ1018;2019-09-20;8:00:00;AGP;OST;2019-09-20;8:00:00;AIRBUR A350;24;130;12550;8500
100000718;AZ1019;2019-09-21;8:30:00;CDG;TFS;2019-09-21;8:30:00;AIRBUR A350;24;130;18550;8500
100000719;AZ1020;2019-09-22;12:00:00;BRU;ALC;2019-09-22;12:00:00;AIRBUS A320;24;110;12550;7000
100000720;AZ1021;2019-09-23;15:00:00;ALC;BRU;2019-09-23;15:00:00;AIRBUS A380;48;200;12550;9000
100000721;AZ1022;2019-09-24;16:40:00;BRU;AGP;2019-09-24;16:40:00;AIRBUR A350;24;130;12550;9500
100000722;AZ1023;2019-09-25;17:10:00;OST;BRU;2019-09-25;17:10:00;BOEING 737 ;24;110;12550;9500
100000723;AZ1024;2019-09-26;20:30:00;AGP;OST;2019-09-26;20:30:00;AIRBUR A350;24;130;12550;8500
100000724;AZ1025;2019-09-27;22:00:00;CDG;TFS;2019-09-27;22:00:00;AIRBUS A320;24;120;22550;7000
100000725;AZ1026;2019-09-28;8:00:00;BRU;ALC;2019-09-28;8:00:00;BOEING 787 ;24;110;22550;7400
100000726;YM8506;2019-09-29;8:30:00;BEL;CDG;2019-09-29;8:30:00;BOEING M50 ;12;90;12550;6200
100000727;YM8507;2019-09-30;12:00:00;LIL;BEL;2019-09-30;12:00:00;BOEING M90 ;12;90;14550;6200
100000728;YM8509;2019-10-01;16:40:00;BRU;CUN;2019-10-01;16:40:00;BOEING N75 ;12;90;12550;6200
100000729;YM8510;2019-10-02;17:10:00;MIA;BRU;2019-10-02;17:10:00;BOEING A320;24;110;12550;8000
100000730;YM8511;2019-10-03;20:30:00;MIA;CUN;2019-10-03;20:30:00;BOEING 737 ;24;110;12550;7400
100000731;YM8512;2019-10-04;22:00:00;LAX;BRU;2019-10-04;22:00:00;AIRBUR A350;24;130;12550;8500
100000732;YM8513;2019-10-05;8:00:00;BEL;CDG;2019-10-05;8:00:00;AIRBUS A320;24;120;12550;9000
100000733;YM8514;2019-10-06;8:30:00;LIL;BEL;2019-10-06;8:30:00;BOEING 787 ;24;90;15550;6800
100000734;YM8515;2019-10-07;12:00:00;TFS;LIL;2019-10-07;12:00:00;BOEING M50 ;12;90;12550;6400
100000735;YM8516;2019-10-08;15:00:00;BRU;CUN;2019-10-08;15:00:00;BOEING M90 ;12;90;12550;6400
100000736;YM8517;2019-10-09;16:40:00;MIA;BRU;2019-10-09;16:40:00;BOEING N75 ;12;90;12550;6000
100000737;YM8518;2019-10-10;17:10:00;MIA;CUN;2019-10-10;17:10:00;BOEING A320;24;120;12550;8000
100000738;YM8519;2019-10-11;20:30:00;LAX;BRU;2019-10-11;20:30:00;BOEING M91 ;24;90;12550;7500
100000739;YM8520;2019-10-12;22:00:00;BEL;CDG;2019-10-12;22:00:00;BOEING N76 ;12;90;12550;7400
100000740;YM8521;2019-10-13;8:00:00;LIL;BEL;2019-10-13;8:00:00;BOEING A321;24;90;17550;7400
100000741;YM8522;2019-10-14;8:30:00;TFS;LIL;2019-10-14;8:30:00;BOEING M92 ;12;90;12550;7400
100000742;YM8523;2019-10-15;12:00:00;BRU;CUN;2019-10-15;12:00:00;AIRBUS A380;24;250;32550;8000
100000743;YM8524;2019-10-16;15:00:00;MIA;BRU;2019-10-16;15:00:00;AIRBUR A350;24;130;12550;8500
100000744;YM8525;2019-10-17;16:40:00;MIA;CUN;2019-10-17;16:40:00;AIRBUS A380;48;250;32550;8000
100000745;YM8526;2019-10-18;17:10:00;LAX;BRU;2019-10-18;17:10:00;AIRBUR A350;24;130;10050;8500
100000746;YM8527;2019-10-19;20:30:00;BEL;CDG;2019-10-19;20:30:00;AIRBUS A380;48;250;12550;8000
100000747;YM8528;2019-10-20;22:00:00;LIL;BEL;2019-10-20;22:00:00;AIRBUR A350;24;130;12550;8500
100000748;AZ1010;2019-01-12;8:00:00;BRU;AGP;2019-01-12;8:00:00;AIRBUR A350;24;130;11550;9500
100000749;AZ1011;2019-01-13;8:30:00;OST;BRU;2019-01-13;8:30:00;AIRBUS A320;24;120;12550;9000
100000750;AZ1012;2019-01-14;12:00:00;AGP;OST;2019-01-14;12:00:00;AIRBUS A380;48;250;42550;9000
100000751;AZ1013;2019-01-15;15:00:00;CDG;TFS;2019-01-15;15:00:00;AIRBUR A350;24;130;12550;9500
100000752;AZ1014;2019-01-16;16:40:00;BRU;ALC;2019-01-16;16:40:00;AIRBUR A350;24;130;12550;9500
100000753;AZ1015;2019-01-17;17:10:00;ALC;BRU;2019-01-17;17:10:00;AIRBUS A320;24;120;16550;7000
100000754;AZ1016;2019-01-18;20:30:00;BRU;AGP;2019-01-18;20:30:00;AIRBUR A350;24;130;12550;7500
100000755;AZ1017;2019-01-19;22:00:00;OST;BRU;2019-01-19;22:00:00;AIRBUS A320;24;120;12550;7000
100000756;AZ1018;2019-01-20;8:00:00;AGP;OST;2019-01-20;8:00:00;AIRBUS A380;48;250;42550;7000
100000757;AZ1019;2019-01-21;8:30:00;CDG;TFS;2019-01-21;8:30:00;AIRBUR A350;24;130;12550;9500
100000758;AZ1020;2019-01-22;12:00:00;BRU;ALC;2019-01-22;12:00:00;AIRBUR A350;24;130;18550;9500
100000759;AZ1021;2019-01-23;15:00:00;ALC;BRU;2019-01-23;15:00:00;AIRBUS A320;24;110;12550;9000
100000760;AZ1022;2019-01-24;16:40:00;BRU;AGP;2019-01-24;16:40:00;AIRBUS A380;48;200;12550;9000
100000761;AZ1023;2019-01-25;17:10:00;OST;BRU;2019-01-25;17:10:00;AIRBUR A350;24;130;12550;8500
100000762;AZ1024;2019-01-26;20:30:00;AGP;OST;2019-01-26;20:30:00;BOEING 737 ;24;110;12550;6500
100000763;AZ1025;2019-01-27;22:00:00;CDG;TFS;2019-01-27;22:00:00;AIRBUR A350;24;130;12550;7500
100000764;AZ1026;2019-01-28;8:00:00;BRU;ALC;2019-01-28;8:00:00;AIRBUS A320;24;120;22550;7000
100000765;YM8506;2019-01-29;8:30:00;BEL;CDG;2019-01-29;8:30:00;BOEING 787 ;24;110;22550;5400
100000766;YM8507;2019-01-30;12:00:00;LIL;BEL;2019-01-30;12:00:00;BOEING M50 ;12;90;12550;3200
100000767;YM8508;2019-01-31;15:00:00;TFS;LIL;2019-01-31;15:00:00;BOEING M90 ;12;90;14550;3200
100000768;YM8509;2019-02-01;16:40:00;BRU;CUN;2019-02-01;16:40:00;BOEING N75 ;12;90;12550;3200
100000769;YM8510;2019-02-02;17:10:00;MIA;BRU;2019-02-02;17:10:00;BOEING A320;24;110;12550;7000
100000770;YM8511;2019-02-03;20:30:00;MIA;CUN;2019-02-03;20:30:00;BOEING 737 ;24;110;12550;5400
100000771;YM8512;2019-02-04;22:00:00;LAX;BRU;2019-02-04;22:00:00;AIRBUR A350;24;130;12550;8500
100000772;YM8513;2019-02-05;8:00:00;BEL;CDG;2019-02-05;8:00:00;AIRBUS A320;24;120;12550;7000
100000773;YM8514;2019-02-06;8:30:00;LIL;BEL;2019-02-06;8:30:00;BOEING 787 ;24;90;15550;8800
100000774;YM8515;2019-02-07;12:00:00;TFS;LIL;2019-02-07;12:00:00;BOEING M50 ;12;90;12550;7400
100000775;YM8516;2019-02-08;15:00:00;BRU;CUN;2019-02-08;15:00:00;BOEING M90 ;12;90;12550;9400
100000776;YM8517;2019-02-09;16:40:00;MIA;BRU;2019-02-09;16:40:00;BOEING N75 ;12;90;12550;6000
100000777;YM8518;2019-02-10;17:10:00;MIA;CUN;2019-02-10;17:10:00;BOEING A320;24;120;12550;7000
100000778;YM8519;2019-02-11;20:30:00;LAX;BRU;2019-02-11;20:30:00;BOEING M91 ;24;90;12550;6500
100000779;YM8520;2019-02-12;22:00:00;BEL;CDG;2019-02-12;22:00:00;BOEING A320 ;24;110;16550;950
100000780;YM8521;2019-02-13;8:00:00;LIL;BEL;2019-02-13;8:00:00;BOEING A320 ;24;110;16550;950
100000781;YM8522;2019-02-14;8:30:00;TFS;LIL;2019-02-14;8:30:00;BOEING N76 ;12;90;12550;9400
100000782;YM8523;2019-02-15;12:00:00;BRU;CUN;2019-02-15;12:00:00;BOEING A321;24;90;17550;9400
100000783;YM8524;2019-02-16;15:00:00;MIA;BRU;2019-02-16;15:00:00;BOEING M92 ;12;90;12550;9400
100000784;YM8525;2019-02-17;16:40:00;MIA;CUN;2019-02-17;16:40:00;AIRBUR A350;24;130;12550;7500
100000785;YM8526;2019-02-18;17:10:00;LAX;BRU;2019-02-18;17:10:00;AIRBUS A380;48;250;32550;8000
100000786;YM8527;2019-02-19;20:30:00;BEL;CDG;2019-02-19;20:30:00;AIRBUR A350;24;130;10050;8500
100000787;YM8528;2019-02-20;22:00:00;LIL;BEL;2019-02-20;22:00:00;AIRBUS A380;48;250;12550;9000
100000788;AZ1010;2019-01-12;8:00:00;BRU;AGP;2019-01-12;8:00:00;AIRBUR A350;24;130;12550;7500
100000789;AZ1011;2019-01-13;8:30:00;OST;BRU;2019-01-13;8:30:00;AIRBUR A350;24;130;11550;7500
100000790;AZ1012;2019-01-14;12:00:00;AGP;OST;2019-01-14;12:00:00;AIRBUS A320;24;120;12550;8000
100000791;AZ1013;2019-01-15;15:00:00;CDG;TFS;2019-01-15;15:00:00;AIRBUS A380;48;250;42550;9000
100000792;AZ1014;2019-01-16;16:40:00;BRU;ALC;2019-01-16;16:40:00;AIRBUR A350;24;130;12550;8500
100000793;AZ1015;2019-01-17;17:10:00;ALC;BRU;2019-01-17;17:10:00;AIRBUR A350;24;130;12550;8500
100000794;AZ1016;2019-01-18;20:30:00;BRU;AGP;2019-01-18;20:30:00;AIRBUS A320;24;120;16550;9000
100000795;AZ1017;2019-01-19;22:00:00;OST;BRU;2019-01-19;22:00:00;AIRBUR A350;24;130;12550;8500
100000796;AZ1018;2019-01-20;8:00:00;AGP;OST;2019-01-20;8:00:00;AIRBUS A320;24;120;12550;8000
100000797;AZ1019;2019-01-21;8:30:00;CDG;TFS;2019-01-21;8:30:00;AIRBUS A380;48;250;42550;7000
100000798;AZ1020;2019-01-22;12:00:00;BRU;ALC;2019-01-22;12:00:00;AIRBUR A350;24;130;12550;8500
100000799;AZ1021;2019-01-23;15:00:00;ALC;BRU;2019-01-23;15:00:00;AIRBUR A350;24;130;18550;8500
100000800;AZ1022;2019-01-24;16:40:00;BRU;AGP;2019-01-24;16:40:00;AIRBUS A320;24;110;12550;7000
100000801;AZ1023;2019-01-25;17:10:00;OST;BRU;2019-01-25;17:10:00;AIRBUS A380;48;200;12550;9000
100000802;AZ1024;2019-01-26;20:30:00;AGP;OST;2019-01-26;20:30:00;AIRBUR A350;24;130;12550;9500
100000803;AZ1025;2019-01-27;22:00:00;CDG;TFS;2019-01-27;22:00:00;BOEING 737 ;24;110;12550;9500
100000804;AZ1026;2019-01-28;8:00:00;BRU;ALC;2019-01-28;8:00:00;AIRBUR A350;24;130;12550;8500
100000805;YM8506;2019-01-29;8:30:00;BEL;CDG;2019-01-29;8:30:00;AIRBUS A320;24;120;22550;7000
100000806;YM8507;2019-01-30;12:00:00;LIL;BEL;2019-01-30;12:00:00;BOEING 787 ;24;110;22550;7400
100000807;YM8508;2019-01-31;15:00:00;TFS;LIL;2019-01-31;15:00:00;BOEING M50 ;12;90;12550;6200
100000808;YM8509;2019-02-01;16:40:00;BRU;CUN;2019-02-01;16:40:00;BOEING M90 ;12;90;14550;6200
100000809;YM8510;2019-02-02;17:10:00;MIA;BRU;2019-02-02;17:10:00;BOEING N75 ;12;90;12550;6200
100000810;YM8511;2019-02-03;20:30:00;MIA;CUN;2019-02-03;20:30:00;BOEING A320;24;110;12550;8000
100000811;YM8512;2019-02-04;22:00:00;LAX;BRU;2019-02-04;22:00:00;BOEING 737 ;24;110;12550;7400
100000812;YM8513;2019-02-05;8:00:00;BEL;CDG;2019-02-05;8:00:00;AIRBUR A350;24;130;12550;8500
100000813;YM8514;2019-02-06;8:30:00;LIL;BEL;2019-02-06;8:30:00;AIRBUS A320;24;120;12550;9000
100000814;YM8515;2019-02-07;12:00:00;TFS;LIL;2019-02-07;12:00:00;BOEING 787 ;24;90;15550;6800
100000815;YM8516;2019-02-08;15:00:00;BRU;CUN;2019-02-08;15:00:00;BOEING M50 ;12;90;12550;6400
100000816;YM8517;2019-02-09;16:40:00;MIA;BRU;2019-02-09;16:40:00;BOEING M90 ;12;90;12550;6400
100000817;YM8518;2019-02-10;17:10:00;MIA;CUN;2019-02-10;17:10:00;BOEING N75 ;12;90;12550;6000
100000818;YM8519;2019-02-11;20:30:00;LAX;BRU;2019-02-11;20:30:00;BOEING A320;24;120;12550;8000
100000819;YM8520;2019-02-12;22:00:00;BEL;CDG;2019-02-12;22:00:00;BOEING M91 ;24;90;12550;7500
100000820;YM8521;2019-02-13;8:00:00;LIL;BEL;2019-02-13;8:00:00;BOEING N76 ;12;90;12550;7400
100000821;YM8522;2019-02-14;8:30:00;TFS;LIL;2019-02-14;8:30:00;BOEING A321;24;90;17550;7400
100000822;YM8523;2019-02-15;12:00:00;BRU;CUN;2019-02-15;12:00:00;AIRBUS A380;24;250;32550;8000
100000823;YM8524;2019-02-16;15:00:00;MIA;BRU;2019-02-16;15:00:00;AIRBUR A350;24;130;12550;8500
100000824;YM8525;2019-02-17;16:40:00;MIA;CUN;2019-02-17;16:40:00;AIRBUS A380;48;250;32550;8000
100000825;YM8526;2019-02-18;17:10:00;LAX;BRU;2019-02-18;17:10:00;AIRBUR A350;24;130;10050;8500
100000826;YM8527;2019-02-19;20:30:00;BEL;CDG;2019-02-19;20:30:00;AIRBUS A380;48;250;12550;8000
100000827;YM8528;2019-02-20;22:00:00;LIL;BEL;2019-02-20;22:00:00;AIRBUR A350;24;130;12550;8500
